country,year,value
Poland,1992,16
Poland,1993,
Poland,1994,
Poland,1995,
Poland,1996,
Poland,1997,
Poland,1998,
Poland,1999,
Poland,2000,
Poland,2001,
Poland,2002,
Poland,2003,
Poland,2004,
Poland,2005,
Poland,2006,
Poland,2007,
Poland,2008,
Poland,2009,
Poland,2010,
Poland,2011,
Poland,2012,
Poland,2013,
Poland,2014,
Russia,1980,
Russia,1981,
Russia,1982,
Russia,1983,
Russia,1984,
Russia,1985,
Russia,1986,
Russia,1987,
Russia,1988,
Russia,1989,
Russia,1990,
Russia,1991,
Russia,1992,
Russia,1993,
Russia,1994,
Russia,1995,47
Russia,1996,
Russia,1997,34
Russia,1998,
Russia,1999,
Russia,2000,
Russia,2001,87
Russia,2002,134
Russia,2003,
Russia,2004,120
Russia,2005,137
Russia,2006,151
Russia,2007,127
Russia,2008,14
Russia,2009,14
Russia,2010,38
Russia,2011,377
Russia,2012,149
Russia,2013,60
Russia,2014,40
Serbia,1980,
Serbia,1981,
Serbia,1982,
Serbia,1983,
Serbia,1984,
Serbia,1985,
Serbia,1986,
Serbia,1987,
Serbia,1988,
Serbia,1989,
Serbia,1990,
Serbia,1991,
Serbia,1992,
Serbia,1993,
Serbia,1994,
Serbia,1995,
Serbia,1996,
Serbia,1997,
Serbia,1998,
Serbia,1999,
Serbia,2000,
Serbia,2001,10
Serbia,2002,
Serbia,2003,
Serbia,2004,
Serbia,2005,
Serbia,2006,5
Serbia,2007,5
Serbia,2008,45
Serbia,2009,
Serbia,2010,
Serbia,2011,
Serbia,2012,
Serbia,2013,
Serbia,2014,
Switzerland,1980,4
Switzerland,1981,
Switzerland,1982,
Switzerland,1983,
Switzerland,1984,
Switzerland,1985,
Switzerland,1986,6
Switzerland,1987,
Switzerland,1988,
Switzerland,1989,
Switzerland,1990,4
Switzerland,1991,
Switzerland,1992,
Switzerland,1993,
Switzerland,1994,
Switzerland,1995,
Switzerland,1996,
Switzerland,1997,
Switzerland,1998,
Switzerland,1999,
Switzerland,2000,
Switzerland,2001,
Switzerland,2002,
Switzerland,2003,
Switzerland,2004,
Switzerland,2005,
Switzerland,2006,
Switzerland,2007,
Switzerland,2008,
Switzerland,2009,
Switzerland,2010,
Switzerland,2011,
Switzerland,2012,
Switzerland,2013,
Switzerland,2014,
Ukraine,1980,
Ukraine,1981,
Ukraine,1982,
Ukraine,1983,
Ukraine,1984,
Ukraine,1985,
Ukraine,1986,
Ukraine,1987,
Ukraine,1988,
Ukraine,1989,
Ukraine,1990,
Ukraine,1991,
Ukraine,1992,
Ukraine,1993,
Ukraine,1994,
Ukraine,1995,
Ukraine,1996,
Ukraine,1997,
Ukraine,1998,
Ukraine,1999,7
Ukraine,2000,
Ukraine,2001,
Ukraine,2002,15
Ukraine,2003,23
Ukraine,2004,
Ukraine,2005,
Ukraine,2006,
Ukraine,2007,1
Ukraine,2008,
Ukraine,2009,1
Ukraine,2010,
Ukraine,2011,12
Ukraine,2012,12
Ukraine,2013,6
Ukraine,2014,
United Kingdom,1980,
United Kingdom,1981,
United Kingdom,1982,
United Kingdom,1983,
United Kingdom,1984,
United Kingdom,1985,
United Kingdom,1986,
United Kingdom,1987,
United Kingdom,1988,
United Kingdom,1989,
United Kingdom,1990,
United Kingdom,1991,2
United Kingdom,1992,2
United Kingdom,1993,
United Kingdom,1994,
United Kingdom,1995,
United Kingdom,1996,
United Kingdom,1997,
United Kingdom,1998,
United Kingdom,1999,
United Kingdom,2000,
United Kingdom,2001,
United Kingdom,2002,
United Kingdom,2003,
United Kingdom,2004,
United Kingdom,2005,
United Kingdom,2006,
United Kingdom,2007,
United Kingdom,2008,
United Kingdom,2009,
United Kingdom,2010,
United Kingdom,2011,
United Kingdom,2012,
United Kingdom,2013,
United Kingdom,2014,
United States,1980,17
United States,1981,
United States,1982,3
United States,1983,
United States,1984,
United States,1985,
United States,1986,
United States,1987,
United States,1988,
United States,1989,
United States,1990,
United States,1991,
United States,1992,
United States,1993,
United States,1994,
United States,1995,
United States,1996,
United States,1997,
United States,1998,
United States,1999,
United States,2000,
United States,2001,
United States,2002,
United States,2003,
United States,2004,
United States,2005,
United States,2006,
United States,2007,
United States,2008,
United States,2009,
United States,2010,
United States,2011,
United States,2012,
United States,2013,
United States,2014,
Unknown country,1980,
Unknown country,1981,
Unknown country,1982,
Unknown country,1983,
Unknown country,1984,
Unknown country,1985,
Unknown country,1986,
Unknown country,1987,
Unknown country,1988,
Unknown country,1989,
Unknown country,1990,
Unknown country,1991,
Unknown country,1992,
Unknown country,1993,
Unknown country,1994,
Unknown country,1995,
Unknown country,1996,
Unknown country,1997,
Unknown country,1998,
Unknown country,1999,
Unknown country,2000,
Unknown country,2001,
Unknown country,2002,
Unknown country,2003,
Unknown country,2004,
Unknown country,2005,
Unknown country,2006,
Unknown country,2007,
Unknown country,2008,
Unknown country,2009,
Unknown country,2010,
Unknown country,2011,1
Unknown country,2012,
Unknown country,2013,
Unknown country,2014,
Yugoslavia,1980,
Yugoslavia,1981,
Yugoslavia,1982,
Yugoslavia,1983,
Yugoslavia,1984,
Yugoslavia,1985,
Yugoslavia,1986,
Yugoslavia,1987,
Yugoslavia,1988,
Yugoslavia,1989,
Yugoslavia,1990,17
Yugoslavia,1991,32
Yugoslavia,1992,32
Yugoslavia,1993,
Yugoslavia,1994,
Yugoslavia,1995,
Yugoslavia,1996,
Yugoslavia,1997,
Yugoslavia,1998,
Yugoslavia,1999,
Yugoslavia,2000,
Yugoslavia,2001,
Yugoslavia,2002,
Yugoslavia,2003,
Yugoslavia,2004,
Yugoslavia,2005,
Yugoslavia,2006,
Yugoslavia,2007,
Yugoslavia,2008,
Yugoslavia,2009,
Yugoslavia,2010,
Yugoslavia,2011,
Yugoslavia,2012,
Yugoslavia,2013,
Yugoslavia,2014,
Total,1980,41
Total,1981,
Total,1982,39
Total,1983,
Total,1984,
Total,1985,
Total,1986,8
Total,1987,
Total,1988,
Total,1989,34
Total,1990,266
Total,1991,232
Total,1992,65
Total,1993,323
Total,1994,97
Total,1995,223
Total,1996,118
Total,1997,231
Total,1998,156
Total,1999,141
Total,2000,16
Total,2001,149
Total,2002,157
Total,2003,83
Total,2004,194
Total,2005,160
Total,2006,166
Total,2007,135
Total,2008,79
Total,2009,42
Total,2010,63
Total,2011,697
Total,2012,531
Total,2013,278
Total,2014,72
