U.S. Custom Ports,Address,bing_type,bing_confidence,bing_latitude,bing_longitude,Coast,Year,Value
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,2003,1013.75
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,2004,2588.02
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,2005,5664.76
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,2006,11368.38
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,2007,1261.3899999999999
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,2008,0.0
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,2009,1155.6399999999999
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,2010,0.0
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,2011,5488.42
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,2012,10811.16
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,2013,11449.75
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,2014,3199.1
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,1997,224608.35
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,1998,265135.13
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,1999,159817.46
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,2000,2061.98
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,2001,33914.81
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,2002,37861.64
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,2003,62639.08
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,2004,12966.07
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,2005,8048.05
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,2006,4030.15
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,2007,10041.310000000001
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,2008,13447.19
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,2009,15157.230000000003
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,2010,26110.689999999995
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,2011,13492.47
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,2012,19236.7
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,2013,8717.25
"Lake Charles, LA","150 Marine Street, Lake Charles, LA",Address,High,30.215142220258713,-93.24953578412533,G,2014,637.35
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,1997,2.0568349119999982E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,1998,2.069970968999997E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,1999,2.1652208160000026E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,2000,2.249210732999999E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,2001,2.2063339780000024E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,2002,2.1482429249999948E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,2003,2.1074237600000024E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,2004,2.5477985489999935E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,2005,3.0964334509999964E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,2006,3.3429307779999916E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,2007,3.596728194999997E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,2008,3.3305333699999996E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,2009,2.7051783869999986E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,2010,3.1895878059999987E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,2011,3.077973022E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,2012,3.1121435689999986E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,2013,3.627801218E7
"Long Beach, CA","231 Windsor Way, Long Beach, CA",Address,High,33.75064440071583,-118.189118206501,P,2014,3.644099979E7
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,1997,0.0
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,1998,15.28
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,1999,139.98
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,2000,92.21
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,2001,248.35
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,2002,0.0
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,2003,0.0
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,2004,0.0
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,2005,16.11
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,2006,0.0
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,2007,614.1600000000001
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,2008,7707.31
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,2009,1189.1100000000001
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,2010,2273.08
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,2011,10478.17
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,2012,4751.289999999999
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,2013,37600.32
"Longview, WA","10 Port Way, Longview, WA",Address,High,46.106327056884766,-122.9516372680664,P,2014,3808.33
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,1997,1.5283761719999973E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,1998,1.6637062930000024E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,1999,1.853269829999997E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,2000,2.3034333200000003E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,2001,2.380310022000005E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,2002,2.725364344999995E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,2003,3.0977298229999844E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,2004,3.27303300200001E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,2005,3.3028192629999943E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,2006,3.9377156620000035E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,2007,4.076157936000002E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,2008,4.178500620999998E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,2009,3.735158044000002E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,2010,4.1146639370000005E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,2011,4.480337078999999E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,2012,4.385133066999999E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,2013,4.110866088E7
"Los Angeles, CA","425 Palos Verdes Street, San Pedro, CA",Address,High,33.740756,-118.281921,P,2014,4.237092049E7
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,1997,69648.37
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,1998,74123.27
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,1999,90499.17999999967
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,2000,98989.52999999977
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,2001,98441.1099999997
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,2002,112019.47
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,2003,113476.68
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,2004,122414.4
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,2005,129585.09000000494
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,2006,133681.4700000084
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,2007,121348.90000000001
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,2008,102898.17000000001
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,2009,55910.02
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,2010,74058.8
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,2011,39519.13999999999
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,2012,33936.97
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,2013,20980.15
"Mayaguez, PR","31 Gonzalez Clemente Avenue, Mayaquez, PR",Address,High,18.206486105918884,-67.1516977250576,PR,2014,6595.3
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,1997,4982095.029999992
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,1998,4795489.33
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,1999,5069186.080000011
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,2000,5639327.590000004
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,2001,5911917.760000006
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,2002,6248367.309999989
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,2003,6253016.219999996
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,2004,6604414.31000001
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,2005,6365671.870000004
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,2006,6197630.830000015
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,2007,5380530.33
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,2008,5179461.179999998
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,2009,4991933.600000002
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,2010,5312965.4099999955
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,2011,5683471.340000001
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,2012,5589817.660000005
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,2013,5826820.55
"Miami, FL","1015 N. America Way, Miami, FL",Address,High,25.77831119298935,-80.17790213227272,A,2014,5856245.87
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,1997,130397.63
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,1998,135817.79
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,1999,142477.88
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,2000,137771.29
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,2001,139719.66
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,2002,131429.77
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,2003,128850.77
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,2004,211494.01
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,2005,218358.19
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,2006,409414.86
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,2007,610511.8799999999
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,2008,680711.2600000001
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,2009,852391.0199999998
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,2010,783139.7699999997
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,2011,976171.7800000003
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,2012,1486975.1599999988
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,2013,1728283.54
"Mobile, AL","250 N. Water Street, Mobile, AL",Address,High,30.6972236931324,-88.04077439010143,G,2014,1824816.79
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,1997,2378213.07
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,1998,2276391.57
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,1999,2539771.06
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,2000,2486444.61
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,2001,2415680.84
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,2002,2320883.13
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,2003,2645739.48
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,2004,2781807.58
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,2005,2108265.71
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,2006,2098798.84
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,2007,2937329.9900000007
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,2008,2760826.939999999
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,2009,2824692.1899999976
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,2010,3462766.839999998
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,2011,3842781.96
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,2012,3681914.9100000015
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,2013,3810840.33
"New Orleans, LA","1350 Port of New Orleans Place, New Orleans, LA",Address,High,29.934943914413452,-90.06181485950947,G,2014,4421427.47
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,1997,1.5004736180000037E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,1998,1.5963753260000024E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,1999,1.713657867000004E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,2000,1.848187333000004E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,2001,1.940276915999997E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,2002,2.13035911599999E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,2003,2.2793243710000075E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,2004,2.5600143569999944E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,2005,2.753366937000003E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,2006,2.932737062999972E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,2007,3.146918373999999E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,2008,3.1800168410000008E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,2009,2.883791273E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,2010,3.306574847E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,2011,3.482470031E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,2012,3.503493387000002E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,2013,3.424102422E7
"New York, NY","111 E. 18th Street, New York, NY",Address,High,40.7368728518486,-73.98780830204487,A,2014,3.508065837E7
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,1997,524550.42
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,1998,715224.08
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,1999,819224.08
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,2000,737980.98
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,2001,447523.02
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,2002,567819.3999999993
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,2003,746284.1399999991
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,2004,892811.9
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,2005,987344.769999999
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,2006,674446.7
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,2007,530341.7400000001
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,2008,241855.38
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,2009,2775.87
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,2010,110.80000000000001
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,2011,6355.469999999999
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,2012,2639.56
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,2013,6485.39
"Newport News, VA","200 25th Street, Newport News, VA",Address,High,36.977771669626236,-76.43019162118435,A,2014,39717.33
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,1997,6918892.3399999775
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,1998,6887867.2500000065
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,1999,7134042.139999971
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,2000,7216509.990000016
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,2001,7500307.570000016
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,2002,7885066.309999949
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,2003,8697009.22
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,2004,9708665.54000002
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,2005,1.0702832100000018E7
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,2006,1.1582725629999965E7
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,2007,1.3286992720000004E7
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,2008,1.3531141380000003E7
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,2009,1.1898366639999999E7
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,2010,1.2349814040000001E7
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,2011,1.2760044019999994E7
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,2012,1.434696114E7
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,2013,1.591782862E7
"Norfolk, VA","4101 Granby Street, Norfolk, VA",Address,High,36.884292,-76.28202,A,2014,1.670238407E7
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,1997,7293462.700000003
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,1998,7658080.20999999
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,1999,7719273.840000028
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,2000,8334902.839999981
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,2001,8293922.449999988
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,2002,8211708.339999991
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,2003,8930186.769999998
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,2004,1.0125274110000012E7
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,2005,1.1794642679999994E7
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,2006,1.1856369040000021E7
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,2007,1.233320883E7
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,2008,1.1983436720000004E7
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,2009,1.231518999E7
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,2010,1.312892310000001E7
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,2011,1.3406613470000003E7
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,2012,1.374763721E7
"Oakland, CA","530 Water Street, Oakland, CA",Address,High,37.79546454548836,-122.2788304835558,P,2013,1.441560222E7
